"Cement","Slag","Ash","Water","SuperP","Coarse","Fine","Age","CompressiveStrength","HasAsh","HasSuperP"
213.5,0,174.2,154.6,11.7,1052.3,775.5,56,51.43,TRUE,TRUE
213.5,0,174.2,154.6,11.7,1052.3,775.5,100,59.3,TRUE,TRUE
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45,TRUE,TRUE
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71,TRUE,TRUE
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14,TRUE,TRUE
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82,TRUE,TRUE
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95,TRUE,TRUE
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,27.42,TRUE,TRUE
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96,TRUE,TRUE
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51,TRUE,TRUE
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99,TRUE,TRUE
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53,TRUE,TRUE
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,18.02,TRUE,TRUE
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6,TRUE,TRUE
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2,TRUE,TRUE
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96,TRUE,TRUE
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63,TRUE,TRUE
218.9,0,124.1,158.5,11.3,1078.7,794.9,3,15.34,TRUE,TRUE
218.9,0,124.1,158.5,11.3,1078.7,794.9,14,26.05,TRUE,TRUE
218.9,0,124.1,158.5,11.3,1078.7,794.9,28,30.22,TRUE,TRUE
218.9,0,124.1,158.5,11.3,1078.7,794.9,56,37.27,TRUE,TRUE
218.9,0,124.1,158.5,11.3,1078.7,794.9,100,46.23,TRUE,TRUE
376,0,0,214.6,0,1003.5,762.4,3,16.28,FALSE,FALSE
376,0,0,214.6,0,1003.5,762.4,14,25.62,FALSE,FALSE
376,0,0,214.6,0,1003.5,762.4,28,31.97,FALSE,FALSE
376,0,0,214.6,0,1003.5,762.4,56,36.3,FALSE,FALSE
376,0,0,214.6,0,1003.5,762.4,100,43.06,FALSE,FALSE
500,0,0,140,4,966,853,28,67.57,FALSE,TRUE
475,0,59,142,1.9,1098,641,28,57.23,TRUE,TRUE
315,137,0,145,5.9,1130,745,28,81.75,FALSE,TRUE
505,0,60,195,0,1030,630,28,64.02,TRUE,FALSE
451,0,0,165,11.3,1030,745,28,78.8,FALSE,TRUE
516,0,0,162,8.2,801,802,28,41.37,FALSE,TRUE
520,0,0,170,5.2,855,855,28,60.28,FALSE,TRUE
528,0,0,185,6.9,920,720,28,56.83,FALSE,TRUE
520,0,0,175,5.2,870,805,28,51.02,FALSE,TRUE
385,0,136,158,20,903,768,28,55.55,TRUE,TRUE
500.1,0,0,200,3,1124.4,613.2,28,44.13,FALSE,TRUE
450.1,50,0,200,3,1124.4,613.2,28,39.38,FALSE,TRUE
397,17.2,158,167,20.8,967,633,28,55.65,TRUE,TRUE
333,17.5,163,167,17.9,996,652,28,47.28,TRUE,TRUE
334,17.6,158,189,15.3,967,633,28,44.33,TRUE,TRUE
405,0,0,175,0,1120,695,28,52.3,FALSE,FALSE
200,200,0,190,0,1145,660,28,49.25,FALSE,FALSE
516,0,0,162,8.3,801,802,28,41.37,FALSE,TRUE
145,116,119,184,5.7,833,880,28,29.16,TRUE,TRUE
160,128,122,182,6.4,824,879,28,39.4,TRUE,TRUE
234,156,0,189,5.9,981,760,28,39.3,FALSE,TRUE
250,180,95,159,9.5,860,800,28,67.87,TRUE,TRUE
475,0,0,162,9.5,1044,662,28,58.52,FALSE,TRUE
285,190,0,163,7.6,1031,685,28,53.58,FALSE,TRUE
356,119,0,160,9,1061,657,28,59,FALSE,TRUE
275,180,120,162,10.4,830,765,28,76.24,TRUE,TRUE
500,0,0,151,9,1033,655,28,69.84,FALSE,TRUE
165,0,143.6,163.8,0,1005.6,900.9,3,14.4,TRUE,FALSE
165,128.5,132.1,175.1,8.1,1005.8,746.6,3,19.42,TRUE,TRUE
178,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73,TRUE,TRUE
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94,TRUE,TRUE
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29,TRUE,TRUE
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08,TRUE,TRUE
167,75.4,167,164,7.9,1007.3,770.1,3,15.52,TRUE,TRUE
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82,TRUE,TRUE
190.3,0,125.2,166.6,9.9,1079,798.9,3,12.55,TRUE,TRUE
250,0,95.7,191.8,5.3,948.9,857.2,3,8.49,TRUE,TRUE
213.5,0,174.2,159.2,11.7,1043.6,771.9,3,15.61,TRUE,TRUE
194.7,0,100.5,170.2,7.5,998,901.8,3,12.18,TRUE,TRUE
251.4,0,118.3,192.9,5.8,1043.6,754.3,3,11.98,TRUE,TRUE
165,0,143.6,163.8,0,1005.6,900.9,14,16.88,TRUE,FALSE
165,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09,TRUE,TRUE
178,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24,TRUE,TRUE
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81,TRUE,TRUE
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75,TRUE,TRUE
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,33.01,TRUE,TRUE
167,75.4,167,164,7.9,1007.3,770.1,14,32.9,TRUE,TRUE
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55,TRUE,TRUE
190.3,0,125.2,166.6,9.9,1079,798.9,14,19.42,TRUE,TRUE
250,0,95.7,191.8,5.3,948.9,857.2,14,24.66,TRUE,TRUE
213.5,0,174.2,159.2,11.7,1043.6,771.9,14,29.59,TRUE,TRUE
194.7,0,100.5,170.2,7.5,998,901.8,14,24.28,TRUE,TRUE
251.4,0,118.3,192.9,5.8,1043.6,754.3,14,20.73,TRUE,TRUE
165,0,143.6,163.8,0,1005.6,900.9,28,26.2,TRUE,FALSE
165,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39,TRUE,TRUE
178,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16,TRUE,TRUE
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2,TRUE,TRUE
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69,TRUE,TRUE
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2,TRUE,TRUE
167,75.4,167,164,7.9,1007.3,770.1,28,41.41,TRUE,TRUE
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81,TRUE,TRUE
190.3,0,125.2,166.6,9.9,1079,798.9,28,24.85,TRUE,TRUE
250,0,95.7,191.8,5.3,948.9,857.2,28,27.22,TRUE,TRUE
213.5,0,174.2,159.2,11.7,1043.6,771.9,28,44.64,TRUE,TRUE
194.7,0,100.5,170.2,7.5,998,901.8,28,37.27,TRUE,TRUE
251.4,0,118.3,192.9,5.8,1043.6,754.3,28,33.27,TRUE,TRUE
165,0,143.6,163.8,0,1005.6,900.9,56,36.56,TRUE,FALSE
165,128.5,132.1,175.1,8.1,1005.8,746.6,56,53.72,TRUE,TRUE
178,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59,TRUE,TRUE
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72,TRUE,TRUE
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85,TRUE,TRUE
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77,TRUE,TRUE
167,75.4,167,164,7.9,1007.3,770.1,56,53.46,TRUE,TRUE
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99,TRUE,TRUE
190.3,0,125.2,166.6,9.9,1079,798.9,56,31.72,TRUE,TRUE
250,0,95.7,191.8,5.3,948.9,857.2,56,39.64,TRUE,TRUE
213.5,0,174.2,159.2,11.7,1043.6,771.9,56,51.26,TRUE,TRUE
194.7,0,100.5,170.2,7.5,998,901.8,56,43.39,TRUE,TRUE
251.4,0,118.3,192.9,5.8,1043.6,754.3,56,39.27,TRUE,TRUE
165,0,143.6,163.8,0,1005.6,900.9,100,37.96,TRUE,FALSE
165,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02,TRUE,TRUE
178,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99,TRUE,TRUE
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66,TRUE,TRUE
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68,TRUE,TRUE
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06,TRUE,TRUE
167,75.4,167,164,7.9,1007.3,770.1,100,56.81,TRUE,TRUE
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94,TRUE,TRUE
190.3,0,125.2,166.6,9.9,1079,798.9,100,33.56,TRUE,TRUE
250,0,95.7,191.8,5.3,948.9,857.2,100,41.16,TRUE,TRUE
213.5,0,174.2,159.2,11.7,1043.6,771.9,100,52.96,TRUE,TRUE
194.7,0,100.5,170.2,7.5,998,901.8,100,44.28,TRUE,TRUE
251.4,0,118.3,192.9,5.8,1043.6,754.3,100,40.15,TRUE,TRUE
446,24,79,162,11.6,967,712,28,57.03,TRUE,TRUE
446,24,79,162,11.6,967,712,28,44.42,TRUE,TRUE
446,24,79,162,11.6,967,712,28,51.02,TRUE,TRUE
446,24,79,162,10.3,967,712,28,53.39,TRUE,TRUE
446,24,79,162,11.6,967,712,3,35.36,TRUE,TRUE
446,24,79,162,11.6,967,712,3,25.02,TRUE,TRUE
446,24,79,162,11.6,967,712,3,23.35,TRUE,TRUE
446,24,79,162,11.6,967,712,7,52.01,TRUE,TRUE
446,24,79,162,11.6,967,712,7,38.02,TRUE,TRUE
446,24,79,162,11.6,967,712,7,39.3,TRUE,TRUE
446,24,79,162,11.6,967,712,56,61.07,TRUE,TRUE
446,24,79,162,11.6,967,712,56,56.14,TRUE,TRUE
446,24,79,162,11.6,967,712,56,55.25,TRUE,TRUE
446,24,79,162,10.3,967,712,56,54.77,TRUE,TRUE
387,20,94,157,14.3,938,845,28,50.24,TRUE,TRUE
387,20,94,157,13.9,938,845,28,46.68,TRUE,TRUE
387,20,94,157,11.6,938,845,28,46.68,TRUE,TRUE
387,20,94,157,14.3,938,845,3,22.75,TRUE,TRUE
387,20,94,157,13.9,938,845,3,25.51,TRUE,TRUE
387,20,94,157,11.6,938,845,3,34.77,TRUE,TRUE
387,20,94,157,14.3,938,845,7,36.84,TRUE,TRUE
387,20,94,157,13.9,938,845,7,45.9,TRUE,TRUE
387,20,94,157,11.6,938,845,7,41.67,TRUE,TRUE
387,20,94,157,14.3,938,845,56,56.34,TRUE,TRUE
387,20,94,157,13.9,938,845,56,47.97,TRUE,TRUE
387,20,94,157,11.6,938,845,56,61.46,TRUE,TRUE
355,19,97,145,13.1,967,871,28,44.03,TRUE,TRUE
355,19,97,145,12.3,967,871,28,55.45,TRUE,TRUE
491,26,123,210,3.9,882,699,28,55.55,TRUE,TRUE
491,26,123,201,3.9,822,699,28,57.92,TRUE,TRUE
491,26,123,210,3.9,882,699,3,25.61,TRUE,TRUE
491,26,123,210,3.9,882,699,7,33.49,TRUE,TRUE
491,26,123,210,3.9,882,699,56,59.59,TRUE,TRUE
491,26,123,201,3.9,822,699,3,29.55,TRUE,TRUE
491,26,123,201,3.9,822,699,7,37.92,TRUE,TRUE
491,26,123,201,3.9,822,699,56,61.86,TRUE,TRUE
424,22,132,178,8.5,822,750,28,62.05,TRUE,TRUE
424,22,132,178,8.5,882,750,3,32.01,TRUE,TRUE
424,22,132,168,8.9,822,750,28,72.1,TRUE,TRUE
424,22,132,178,8.5,822,750,7,39,TRUE,TRUE
424,22,132,178,8.5,822,750,56,65.7,TRUE,TRUE
424,22,132,168,8.9,822,750,3,32.11,TRUE,TRUE
424,22,132,168,8.9,822,750,7,40.29,TRUE,TRUE
424,22,132,168,8.9,822,750,56,74.36,TRUE,TRUE
202,11,141,206,1.7,942,801,28,21.97,TRUE,TRUE
202,11,141,206,1.7,942,801,3,9.85,TRUE,TRUE
202,11,141,206,1.7,942,801,7,15.07,TRUE,TRUE
202,11,141,206,1.7,942,801,56,23.25,TRUE,TRUE
284,15,141,179,5.5,842,801,28,43.73,TRUE,TRUE
284,15,141,179,5.5,842,801,3,13.4,TRUE,TRUE
284,15,141,179,5.5,842,801,7,24.13,TRUE,TRUE
284,15,141,179,5.5,842,801,56,44.52,TRUE,TRUE
359,19,141,154,10.9,942,801,28,62.94,TRUE,TRUE
359,19,141,154,10.9,942,801,28,59.49,TRUE,TRUE
359,19,141,154,10.9,942,801,3,25.12,TRUE,TRUE
359,19,141,154,10.9,942,801,3,23.64,TRUE,TRUE
359,19,141,154,10.9,942,801,7,35.75,TRUE,TRUE
359,19,141,154,10.9,942,801,7,38.61,TRUE,TRUE
359,19,141,154,10.9,942,801,56,68.75,TRUE,TRUE
359,19,141,154,10.9,942,801,56,66.78,TRUE,TRUE
436,0,0,218,0,838.4,719.7,28,23.85,FALSE,FALSE
289,0,0,192,0,913.2,895.3,90,32.07,FALSE,FALSE
289,0,0,192,0,913.2,895.3,3,11.65,FALSE,FALSE
393,0,0,192,0,940.6,785.6,3,19.2,FALSE,FALSE
393,0,0,192,0,940.6,785.6,90,48.85,FALSE,FALSE
393,0,0,192,0,940.6,785.6,28,39.6,FALSE,FALSE
480,0,0,192,0,936.2,712.2,28,43.94,FALSE,FALSE
480,0,0,192,0,936.2,712.2,7,34.57,FALSE,FALSE
480,0,0,192,0,936.2,712.2,90,54.32,FALSE,FALSE
480,0,0,192,0,936.2,712.2,3,24.4,FALSE,FALSE
333,0,0,192,0,931.2,842.6,3,15.62,FALSE,FALSE
255,0,0,192,0,889.8,945,90,21.86,FALSE,FALSE
255,0,0,192,0,889.8,945,7,10.22,FALSE,FALSE
289,0,0,192,0,913.2,895.3,7,14.6,FALSE,FALSE
255,0,0,192,0,889.8,945,28,18.75,FALSE,FALSE
333,0,0,192,0,931.2,842.6,28,31.97,FALSE,FALSE
333,0,0,192,0,931.2,842.6,7,23.4,FALSE,FALSE
289,0,0,192,0,913.2,895.3,28,25.57,FALSE,FALSE
333,0,0,192,0,931.2,842.6,90,41.68,FALSE,FALSE
393,0,0,192,0,940.6,785.6,7,27.74,FALSE,FALSE
255,0,0,192,0,889.8,945,3,8.2,FALSE,FALSE
158.8,238.2,0,185.7,0,1040.6,734.3,7,9.62,FALSE,FALSE
239.6,359.4,0,185.7,0,941.6,664.3,7,25.42,FALSE,FALSE
238.2,158.8,0,185.7,0,1040.6,734.3,7,15.69,FALSE,FALSE
181.9,272.8,0,185.7,0,1012.4,714.3,28,27.94,FALSE,FALSE
193.5,290.2,0,185.7,0,998.2,704.3,28,32.63,FALSE,FALSE
255.5,170.3,0,185.7,0,1026.6,724.3,7,17.24,FALSE,FALSE
272.8,181.9,0,185.7,0,1012.4,714.3,7,19.77,FALSE,FALSE
239.6,359.4,0,185.7,0,941.6,664.3,28,39.44,FALSE,FALSE
220.8,147.2,0,185.7,0,1055,744.3,28,25.75,FALSE,FALSE
397,0,0,185.7,0,1040.6,734.3,28,33.08,FALSE,FALSE
382.5,0,0,185.7,0,1047.8,739.3,7,24.07,FALSE,FALSE
210.7,316.1,0,185.7,0,977,689.3,7,21.82,FALSE,FALSE
158.8,238.2,0,185.7,0,1040.6,734.3,28,21.07,FALSE,FALSE
295.8,0,0,185.7,0,1091.4,769.3,7,14.84,FALSE,FALSE
255.5,170.3,0,185.7,0,1026.6,724.3,28,32.05,FALSE,FALSE
203.5,135.7,0,185.7,0,1076.2,759.3,7,11.96,FALSE,FALSE
397,0,0,185.7,0,1040.6,734.3,7,25.45,FALSE,FALSE
381.4,0,0,185.7,0,1104.6,784.3,28,22.49,FALSE,FALSE
295.8,0,0,185.7,0,1091.4,769.3,28,25.22,FALSE,FALSE
228,342.1,0,185.7,0,955.8,674.3,28,39.7,FALSE,FALSE
220.8,147.2,0,185.7,0,1055,744.3,7,13.09,FALSE,FALSE
316.1,210.7,0,185.7,0,977,689.3,28,38.7,FALSE,FALSE
135.7,203.5,0,185.7,0,1076.2,759.3,7,7.51,FALSE,FALSE
238.1,0,0,185.7,0,1118.8,789.3,28,17.58,FALSE,FALSE
339.2,0,0,185.7,0,1069.2,754.3,7,21.18,FALSE,FALSE
135.7,203.5,0,185.7,0,1076.2,759.3,28,18.2,FALSE,FALSE
193.5,290.2,0,185.7,0,998.2,704.3,7,17.2,FALSE,FALSE
203.5,135.7,0,185.7,0,1076.2,759.3,28,22.63,FALSE,FALSE
290.2,193.5,0,185.7,0,998.2,704.3,7,21.86,FALSE,FALSE
181.9,272.8,0,185.7,0,1012.4,714.3,7,12.37,FALSE,FALSE
170.3,155.5,0,185.7,0,1026.6,724.3,28,25.73,FALSE,FALSE
210.7,316.1,0,185.7,0,977,689.3,28,37.81,FALSE,FALSE
228,342.1,0,185.7,0,955.8,674.3,7,21.92,FALSE,FALSE
290.2,193.5,0,185.7,0,998.2,704.3,28,33.04,FALSE,FALSE
381.4,0,0,185.7,0,1104.6,784.3,7,14.54,FALSE,FALSE
238.2,158.8,0,185.7,0,1040.6,734.3,28,26.91,FALSE,FALSE
186.2,124.1,0,185.7,0,1083.4,764.3,7,8,FALSE,FALSE
339.2,0,0,185.7,0,1069.2,754.3,28,31.9,FALSE,FALSE
238.1,0,0,185.7,0,1118.8,789.3,7,10.34,FALSE,FALSE
252.5,0,0,185.7,0,1111.6,784.3,28,19.77,FALSE,FALSE
382.5,0,0,185.7,0,1047.8,739.3,28,37.44,FALSE,FALSE
252.5,0,0,185.7,0,1111.6,784.3,7,11.48,FALSE,FALSE
316.1,210.7,0,185.7,0,977,689.3,7,24.44,FALSE,FALSE
186.2,124.1,0,185.7,0,1083.4,764.3,28,17.6,FALSE,FALSE
170.3,155.5,0,185.7,0,1026.6,724.3,7,10.73,FALSE,FALSE
272.8,181.9,0,185.7,0,1012.4,714.3,28,31.38,FALSE,FALSE
339,0,0,197,0,968,781,3,13.22,FALSE,FALSE
339,0,0,197,0,968,781,7,20.97,FALSE,FALSE
339,0,0,197,0,968,781,14,27.04,FALSE,FALSE
339,0,0,197,0,968,781,28,32.04,FALSE,FALSE
339,0,0,197,0,968,781,90,35.17,FALSE,FALSE
339,0,0,197,0,968,781,180,36.45,FALSE,FALSE
339,0,0,197,0,968,781,365,38.89,FALSE,FALSE
236,0,0,194,0,968,885,3,6.47,FALSE,FALSE
236,0,0,194,0,968,885,14,12.84,FALSE,FALSE
236,0,0,194,0,968,885,28,18.42,FALSE,FALSE
236,0,0,194,0,968,885,90,21.95,FALSE,FALSE
236,0,0,193,0,968,885,180,24.1,FALSE,FALSE
236,0,0,193,0,968,885,365,25.08,FALSE,FALSE
277,0,0,191,0,968,856,14,21.26,FALSE,FALSE
277,0,0,191,0,968,856,28,25.97,FALSE,FALSE
277,0,0,191,0,968,856,3,11.36,FALSE,FALSE
277,0,0,191,0,968,856,90,31.25,FALSE,FALSE
277,0,0,191,0,968,856,180,32.33,FALSE,FALSE
277,0,0,191,0,968,856,360,33.7,FALSE,FALSE
254,0,0,198,0,968,863,3,9.31,FALSE,FALSE
254,0,0,198,0,968,863,90,26.94,FALSE,FALSE
254,0,0,198,0,968,863,180,27.63,FALSE,FALSE
254,0,0,198,0,968,863,365,29.79,FALSE,FALSE
307,0,0,193,0,968,812,180,34.49,FALSE,FALSE
307,0,0,193,0,968,812,365,36.15,FALSE,FALSE
307,0,0,193,0,968,812,3,12.54,FALSE,FALSE
307,0,0,193,0,968,812,28,27.53,FALSE,FALSE
307,0,0,193,0,968,812,90,32.92,FALSE,FALSE
236,0,0,193,0,968,885,7,9.99,FALSE,FALSE
200,0,0,180,0,1125,845,7,7.84,FALSE,FALSE
200,0,0,180,0,1125,845,28,12.25,FALSE,FALSE
225,0,0,181,0,1113,833,7,11.17,FALSE,FALSE
225,0,0,181,0,1113,833,28,17.34,FALSE,FALSE
325,0,0,184,0,1063,783,7,17.54,FALSE,FALSE
325,0,0,184,0,1063,783,28,30.57,FALSE,FALSE
275,0,0,183,0,1088,808,7,14.2,FALSE,FALSE
275,0,0,183,0,1088,808,28,24.5,FALSE,FALSE
300,0,0,184,0,1075,795,7,15.58,FALSE,FALSE
300,0,0,184,0,1075,795,28,26.85,FALSE,FALSE
375,0,0,186,0,1038,758,7,26.06,FALSE,FALSE
375,0,0,186,0,1038,758,28,38.21,FALSE,FALSE
400,0,0,187,0,1025,745,28,43.7,FALSE,FALSE
400,0,0,187,0,1025,745,7,30.14,FALSE,FALSE
250,0,0,182,0,1100,820,7,12.73,FALSE,FALSE
250,0,0,182,0,1100,820,28,20.87,FALSE,FALSE
350,0,0,186,0,1050,770,7,20.28,FALSE,FALSE
350,0,0,186,0,1050,770,28,34.29,FALSE,FALSE
203.5,305.3,0,203.5,0,963.4,630,7,19.54,FALSE,FALSE
250.2,166.8,0,203.5,0,977.6,694.1,90,47.71,FALSE,FALSE
157,236,0,192,0,935.4,781.2,90,43.38,FALSE,FALSE
141.3,212,0,203.5,0,971.8,748.5,28,29.89,FALSE,FALSE
166.8,250.2,0,203.5,0,975.6,692.6,3,6.9,FALSE,FALSE
122.6,183.9,0,203.5,0,958.2,800.1,90,33.19,FALSE,FALSE
183.9,122.6,0,203.5,0,959.2,800,3,4.9,FALSE,FALSE
102,153,0,192,0,887,942,3,4.57,FALSE,FALSE
102,153,0,192,0,887,942,90,25.46,FALSE,FALSE
122.6,183.9,0,203.5,0,958.2,800.1,28,24.29,FALSE,FALSE
166.8,250.2,0,203.5,0,975.6,692.6,28,33.95,FALSE,FALSE
200,133,0,192,0,965.4,806.2,3,11.41,FALSE,FALSE
108.3,162.4,0,203.5,0,938.2,849,28,20.59,FALSE,FALSE
305.3,203.5,0,203.5,0,965.4,631,7,25.89,FALSE,FALSE
108.3,162.4,0,203.5,0,938.2,849,90,29.23,FALSE,FALSE
116,173,0,192,0,909.8,891.9,90,31.02,FALSE,FALSE
141.3,212,0,203.5,0,971.8,748.5,7,10.39,FALSE,FALSE
157,236,0,192,0,935.4,781.2,28,33.66,FALSE,FALSE
133,200,0,192,0,927.4,839.2,28,27.87,FALSE,FALSE
250.2,166.8,0,203.5,0,977.6,694.1,7,19.35,FALSE,FALSE
173,116,0,192,0,946.8,856.8,7,11.39,FALSE,FALSE
192,288,0,192,0,929.8,716.1,3,12.79,FALSE,FALSE
192,288,0,192,0,929.8,716.1,28,39.32,FALSE,FALSE
153,102,0,192,0,888,943.1,3,4.78,FALSE,FALSE
288,192,0,192,0,932,717.8,3,16.11,FALSE,FALSE
305.3,203.5,0,203.5,0,965.4,631,28,43.38,FALSE,FALSE
236,157,0,192,0,972.6,749.1,7,20.42,FALSE,FALSE
173,116,0,192,0,946.8,856.8,3,6.94,FALSE,FALSE
212,141.3,0,203.5,0,973.4,750,7,15.03,FALSE,FALSE
236,157,0,192,0,972.6,749.1,3,13.57,FALSE,FALSE
183.9,122.6,0,203.5,0,959.2,800,90,32.53,FALSE,FALSE
166.8,250.2,0,203.5,0,975.6,692.6,7,15.75,FALSE,FALSE
102,153,0,192,0,887,942,7,7.68,FALSE,FALSE
288,192,0,192,0,932,717.8,28,38.8,FALSE,FALSE
212,141.3,0,203.5,0,973.4,750,28,33,FALSE,FALSE
102,153,0,192,0,887,942,28,17.28,FALSE,FALSE
173,116,0,192,0,946.8,856.8,28,24.28,FALSE,FALSE
183.9,122.6,0,203.5,0,959.2,800,28,24.05,FALSE,FALSE
133,200,0,192,0,927.4,839.2,90,36.59,FALSE,FALSE
192,288,0,192,0,929.8,716.1,90,50.73,FALSE,FALSE
133,200,0,192,0,927.4,839.2,7,13.66,FALSE,FALSE
305.3,203.5,0,203.5,0,965.4,631,3,14.14,FALSE,FALSE
236,157,0,192,0,972.6,749.1,90,47.78,FALSE,FALSE
108.3,162.4,0,203.5,0,938.2,849,3,2.33,FALSE,FALSE
157,236,0,192,0,935.4,781.2,7,16.89,FALSE,FALSE
288,192,0,192,0,932,717.8,7,23.52,FALSE,FALSE
212,141.3,0,203.5,0,973.4,750,3,6.81,FALSE,FALSE
212,141.3,0,203.5,0,973.4,750,90,39.7,FALSE,FALSE
153,102,0,192,0,888,943.1,28,17.96,FALSE,FALSE
236,157,0,192,0,972.6,749.1,28,32.88,FALSE,FALSE
116,173,0,192,0,909.8,891.9,28,22.35,FALSE,FALSE
183.9,122.6,0,203.5,0,959.2,800,7,10.79,FALSE,FALSE
108.3,162.4,0,203.5,0,938.2,849,7,7.72,FALSE,FALSE
203.5,305.3,0,203.5,0,963.4,630,28,41.68,FALSE,FALSE
203.5,305.3,0,203.5,0,963.4,630,3,9.56,FALSE,FALSE
133,200,0,192,0,927.4,839.2,3,6.88,FALSE,FALSE
288,192,0,192,0,932,717.8,90,50.53,FALSE,FALSE
200,133,0,192,0,965.4,806.2,7,17.17,FALSE,FALSE
200,133,0,192,0,965.4,806.2,28,30.44,FALSE,FALSE
250.2,166.8,0,203.5,0,977.6,694.1,3,9.73,FALSE,FALSE
122.6,183.9,0,203.5,0,958.2,800.1,3,3.32,FALSE,FALSE
153,102,0,192,0,888,943.1,90,26.32,FALSE,FALSE
200,133,0,192,0,965.4,806.2,90,43.25,FALSE,FALSE
116,173,0,192,0,909.8,891.9,3,6.28,FALSE,FALSE
173,116,0,192,0,946.8,856.8,90,32.1,FALSE,FALSE
250.2,166.8,0,203.5,0,977.6,694.1,28,36.96,FALSE,FALSE
305.3,203.5,0,203.5,0,965.4,631,90,54.6,FALSE,FALSE
192,288,0,192,0,929.8,716.1,7,21.48,FALSE,FALSE
157,236,0,192,0,935.4,781.2,3,9.69,FALSE,FALSE
153,102,0,192,0,888,943.1,7,8.37,FALSE,FALSE
141.3,212,0,203.5,0,971.8,748.5,90,39.66,FALSE,FALSE
116,173,0,192,0,909.8,891.9,7,10.09,FALSE,FALSE
141.3,212,0,203.5,0,971.8,748.5,3,4.83,FALSE,FALSE
122.6,183.9,0,203.5,0,958.2,800.1,7,10.35,FALSE,FALSE
166.8,250.2,0,203.5,0,975.6,692.6,90,43.57,FALSE,FALSE
203.5,305.3,0,203.5,0,963.4,630,90,51.86,FALSE,FALSE
310,0,0,192,0,1012,830,3,11.85,FALSE,FALSE
310,0,0,192,0,1012,830,7,17.24,FALSE,FALSE
310,0,0,192,0,1012,830,28,27.83,FALSE,FALSE
310,0,0,192,0,1012,830,90,35.76,FALSE,FALSE
310,0,0,192,0,1012,830,120,38.7,FALSE,FALSE
331,0,0,192,0,1025,821,3,14.31,FALSE,FALSE
331,0,0,192,0,1025,821,7,17.44,FALSE,FALSE
331,0,0,192,0,1025,821,28,31.74,FALSE,FALSE
331,0,0,192,0,1025,821,90,37.91,FALSE,FALSE
331,0,0,192,0,1025,821,120,39.38,FALSE,FALSE
349,0,0,192,0,1056,809,3,15.87,FALSE,FALSE
349,0,0,192,0,1056,809,7,9.01,FALSE,FALSE
349,0,0,192,0,1056,809,28,33.61,FALSE,FALSE
349,0,0,192,0,1056,809,90,40.66,FALSE,FALSE
349,0,0,192,0,1056,809,120,40.86,FALSE,FALSE
238,0,0,186,0,1119,789,7,12.05,FALSE,FALSE
238,0,0,186,0,1119,789,28,17.54,FALSE,FALSE
296,0,0,186,0,1090,769,7,18.91,FALSE,FALSE
